6,1,3,8,1,4,5,2,0
4,3,4,7,3,8,1,3,0
9,7,2,6,4,5,8,6,0
3,9,1,2,9,1,3,4,0
7,8,6,9,8,2,6,5,0
2,2,5,5,6,3,2,9,0
8,4,8,4,7,7,9,8,9
5,5,9,3,5,9,7,7,0
1,6,7,1,2,6,4,1,0
