4,2,1,8,4,3,7,0
3,4,7,4,7,4,5,0
6,1,6,9,3,5,8,0
5,5,2,5,6,9,9,0
9,6,3,7,2,8,6,0
7,8,4,2,9,7,3,0
1,9,9,6,8,6,2,9
8,7,8,3,5,2,1,0
2,3,2,1,1,1,4,0
